;Title;Number of review;Catagory;Reveiw Comment;Popular food;Online Order;n_Online Order
8149;Subway;3;Fast Food;“... notch, including the O-toro sashimi.”;No;Yes;1
8150;Taco Bell;1 review;South American, Central American;“Returned for a 2nd visit”;No;Yes;1
8151;Baskin-Robbins;1 review;American, Caribbean;“Delicious thin crust pizza”;No;Yes;1
8152;Benjamin Steakhouse;2,490;American;No;No;Yes;1
8153;Kst;1 review;American;No;No;Yes;1
8154;Tings;1 review;Japanese, Sushi;No;No;Yes;1
8155;Breads Bakery;1 review;American, Cafe;No;No;Yes;1
8156;Fresh And Company;1 review;Italian, Pizza;No;No;Yes;1
8157;Chicken Deli;1 review;Italian, Pizza;No;No;Yes;1
8158;David Burke Tavern;114;Italian, Pizza;No;No;Yes;1
8159;Bleeker Finest Deli;2;Italian, Pizza;No;No;Yes;1
8160;Krispy Krunchy Chicken;1 review;Italian, Pizza;No;No;No;0
8161;La Cabana Latina;3;Italian, Pizza;No;No;No;0
8162;Il Bastardo;1 review;Italian, Pizza;No;No;No;0
8163;Popeyes Louisiana Kitchen;1 review;Italian, Pizza;No;No;No;0
8164;Miss Mamie's Spoonbread Too;102;Italian, Pizza;No;No;No;0
8165;Wolfgang's Steakhouse;1 review;Italian, Pizza;No;No;No;0
8166;Texas Chicken & Burgers;1 review;Italian, Pizza;No;No;No;0
8167;7-Eleven;1 review;Italian, Pizza;No;No;No;0
8168;Baskin-Robbins;1 review;Italian, Pizza;No;No;No;0
8169;Holiday Cocktail Lounge;1 review;Italian, Pizza;No;No;No;0
8170;Hatsuhana Sushi Restaurant;425;Italian, Pizza;No;No;No;0
8171;Brodo;1 review;Italian, Pizza;No;No;No;0
8172;Fresh Food Farm;1 review;Italian, Pizza;No;No;No;0
8173;Popeyes Louisiana Kitchen;2;Italian, Pizza;No;No;No;0
8174;Starbucks;1 review;Italian, Pizza;No;No;No;0
8175;Chipotle Mexican Grill;1 review;Italian, Pizza;No;No;No;0
8176;Motorino;48;Italian, Pizza;No;No;No;0
8177;Motorino;48;Italian, Pizza;“Delicious thin crust pizza”;pizza;Yes;1
8178;7-Eleven;1 review;American;“... notch, including the O-toro sashimi.”;sashimi;Yes;1
8179;TLC Tea House;1 review;Japanese;“Average”;salad;Yes;1
8180;Muscle Maker Grill;1 review;Japanese, Sushi;“Food was quite good and the cheese and meats were an ideal meal with salad.”;An Italian restaurant;Yes;1
8181;Spring Mart;1 review;Mexican, Spanish;“Stopped Here for a Sandwich”;carbonara;Yes;1
8182;New York Roll'n Katsu;1 review;American;“satisfactory, but not great”;tuna;Yes;1
8183;Hatsuhana Sushi Restaurant;425;American;“An Italian restaurant well worth a visit”;steak;Yes;1
8184;57 Taco Express;1 review;Italian, Pizza;“We had a wonderful dinner at Lupa, spaghetti carbonara and the garganelli bol...”;No;Yes;1
8185;Pressed Juicery;1 review;Italian, Pizza;“The tuna toast !”;No;Yes;1
8186;KFC;1 review;Chinese, Asian;“My steak was delectable and cooked to perfection.”;No;Yes;1
8187;Noel's Pizza;3;Israeli;No;No;Yes;1
8188;Gypsy Rose Bistro;1 review;Sushi;No;No;Yes;1
8189;Salumeria Rosi;400;Italian, Romana;No;No;Yes;1
8190;Subway;3;American;No;No;Yes;1
8191;Gong Cha;1 review;Cafe;No;No;Yes;1
8192;Fresh Food Center;1 review;Deli;No;No;Yes;1
8193;Forgtmenot;1 review;Steakhouse, American;No;No;Yes;1
8194;Empire Columbus;2;Steakhouse, American;No;No;Yes;1
8195;Don Giovanni Ristorante;263;Steakhouse, American;No;No;Yes;1
8196;Hua Cheng Restaurant;1 review;Steakhouse, American;No;No;No;0
8197;Domino's Pizza;1 review;Steakhouse, American;No;No;No;0
8198;Bonchon;1 review;Steakhouse, American;No;No;No;0
8199;Hell's Kitchen;1 review;Steakhouse, American;No;No;No;0
8200;Sushi W Omakase;1 review;Steakhouse, American;No;No;No;0
8201;Lupa Osteria Romana;983;Steakhouse, American;No;No;No;0
8202;16 Handles;1 review;Steakhouse, American;No;No;No;0
8203;Subway;1 review;Steakhouse, American;No;No;No;0
8204;The Kati Roll Company;1 review;Steakhouse, American;No;No;No;0
8205;Soho Bites;1 review;Steakhouse, American;No;No;No;0
8206;LaRustica Pizza & Pasta;1 review;Steakhouse, American;No;No;No;0
8207;Vestry;24;Steakhouse, American;No;No;No;0
8208;Dunkin';1 review;Steakhouse, American;No;No;No;0
8209;Dunkin';1 review;Steakhouse, American;No;No;No;0
8210;Baskin-Robbins;1 review;Steakhouse, American;No;No;No;0
8211;Starbucks;1 review;Steakhouse, American;No;No;No;0
8212;Sing's Deli & Grocery;1 review;Steakhouse, American;No;No;No;0
8213;Tabernacle Steakhouse;7;Steakhouse, American;No;No;No;0
8214;Rico Bagel;3;American, Cafe;“One of the best bagels in the city!”;bagels;Yes;1
8215;Baresha Cafe;1 review;Mexican, South American;“Subway, Not Bad, Not Great”;carbonara;Yes;1
8216;Bluestone Lane Astor Place Coffee Shop;1 review;Italian, Romana;“We had a wonderful dinner at Lupa, spaghetti carbonara and the garganelli bol...”;An Italian restaurant;Yes;1
8217;Quesadillas Dona Maty;1 review;Chinese;“An Italian restaurant well worth a visit”;tuna;Yes;1
8218;Subway;3;Italian, Pizza;“The tuna toast !”;Steak;Yes;1
8219;Irene’s;1 review;American, Wine Bar;“Superb Steak, really delicious”;ribeye;Yes;1
8220;Lupa Osteria Romana;983;Pizza;“I had a ribeye steak which was excellent quality meat, beautifully cooked and...”;sliders;Yes;1
8221;Taco Bell;1 review;Pizza;“A new way of getting healthy, lower fat...”;No;Yes;1
8222;Dunkin';1 review;American, Steakhouse;“Why do I feel in an American McDonalds...”;No;Yes;1
8223;Red Star;1 review;American;“Slow, Expensive, Not Great Food”;No;Yes;1
8224;Jerk House;1 review;Greek;“Not bad but not great”;No;Yes;1
8225;Wrap Star;1 review;French;“Don’t bother booking because they don’t...”;No;Yes;1
8226;Don Giovanni Ristorante;263;Seafood, Soups;“I had the sliders and a green salad with a tasty lemony vinaigrette.”;No;Yes;1
8227;Taco Bell Cantina;1 review;American;No;No;Yes;1
8228;Andy's Deli;1 review;Japanese;No;No;Yes;1
8229;KFC;1 review;Italian;No;No;Yes;1
8230;Roof Top Bar At Time Out Market;1 review;Pub, Gastropub;No;No;Yes;1
8231;Pizza Pizza of Hanover SQ;1 review;Pub, Gastropub;No;No;Yes;1
8232;Vestry;24;Pub, Gastropub;No;No;Yes;1
8233;Gregorys Coffee;1 review;Pub, Gastropub;No;No;Yes;1
8234;Gregorys Coffee;1 review;Pub, Gastropub;No;No;No;0
8235;Green Leaf's;1 review;Pub, Gastropub;No;No;No;0
8236;Cucina Gourmet;1 review;Pub, Gastropub;No;No;No;0
8237;Williamsburg Pizza - Upper East Side;1 review;Pub, Gastropub;No;No;No;0
8238;Royal 35 Steakhouse;591;Pub, Gastropub;No;No;No;0
8239;Crown Fried Chicken;1 review;Pub, Gastropub;No;No;No;0
8240;Europan Pizza Cafe;1 review;Pub, Gastropub;No;No;No;0
8241;Dunkin';1 review;Pub, Gastropub;No;No;No;0
8242;Epicerie Boulud;1 review;Pub, Gastropub;No;No;No;0
8243;Shamas Deli;1 review;Pub, Gastropub;No;No;No;0
8244;Benjamin Steakhouse;2,490;Pub, Gastropub;No;No;No;0
8245;Muscle Maker Grill Midtown East;3;Pub, Gastropub;No;No;No;0
8246;McDonald's;4;Pub, Gastropub;No;No;No;0
8247;Jollibee;4;Pub, Gastropub;No;No;No;0
8248;Abumi Sushi;3;Pub, Gastropub;No;No;No;0
8249;Saint Theo's;2;Pub, Gastropub;No;No;No;0
8250;The Elgin;55;Pub, Gastropub;No;No;No;0
8251;Socarrat Paella Bar - Chelsea;225;Seafood, Mediterranean;“We took the combined poultry and seafood paella and started with some appetiz...”;seafood paella;Yes;1
8252;Pizza Cafe;57;Pizza, Italian;“Quick bite”;pizza;Yes;1
8253;Dim Sum Chelsea;2;Chinese, Asian;“Dim SUm Intro.”;Lomo Saltado;Yes;1
8254;Wok City;2;Chinese;“Very disappointed!”;French Onion Soup;Yes;1
8255;Bird Dog;4;Italian, Pizza;“Salty Dog”;crust;Yes;1
8256;Mojo Omakase;2;Italian, Pizza;“A glorified running sushi experience”;Dumplings;Yes;1
8257;Motorino;48;Wine Bar, Mediterranean;“Delicious thin crust pizza”;Steak;Yes;1
8258;Devon & Blakely;6;Peruvian, South American;“Good and quick”;No;Yes;1
8259;Papa Johns Pizza;3;Peruvian, Latin;“Very rude staff”;No;Yes;1
8260;Hudson Market;23;Italian, American;“Overpriced breakfast”;No;Yes;1
8261;Popeyes Louisiana Kitchen;4;French, Grill;“First time visit was great.”;No;Yes;1
8262;Casa Neta;3;Chinese, Seafood;“Ok food, not very authentic”;No;Yes;1
8263;Balzem;100;Seafood, Mediterranean;“Amazing!!!”;No;Yes;1
8264;Kausa;6;Mediterranean, Turkish;“Lomo Saltado was perfect.”;No;Yes;1
8265;HOWM Cocina & Cocktails;2;Chinese, Asian;“I know why it's called HOWM, Pronounced...”;No;Yes;1
8266;Tasti D-Lite;6;French, American;“Avoid — dirty and not really ice cream”;No;Yes;1
8267;Sky 55 Bar & Grill;2;American;“False advertising, rude manager”;No;Yes;1
8268;Mostrador Nyc;2;Italian, American;“Horrible service”;No;Yes;1
8269;Sichuan Hot Pot Cuisine;87;Pizza, Italian;“Great spot in Chinatown!”;No;Yes;1
8270;Lamano;2;Asian, Chinese;“Tasty, relaxed, and friendly”;No;Yes;1
8271;Taboo Lounge;5;Pizza;“Good for Drinks”;No;No;0
8272;NY Gyro Xpress;4;American;“So healthy and delicious”;No;No;0
8273;McDonald's;2;Deli;“Fast food -no frills”;No;No;0
8274;Uluh;7;American, Steakhouse;"“Worst chili ""chicken"" ever”";No;No;0
8275;Quality Bistro;67;American, Steakhouse;“We had French Onion Soup, which was delicious.”;No;No;0
8276;Dairy Queen Grill & Chill;4;American, Steakhouse;“Great service”;No;No;0
8277;Duckduck;7;American, Steakhouse;“Quintessential dive bar in a good way”;No;No;0
8278;Coco Pazzeria;5;American, Steakhouse;“Bar service is horrible.”;No;No;0
8279;Mama Pizzeria;10;American, Steakhouse;“Note the splendid crust.”;No;No;0
8280;McDonald's;4;American, Steakhouse;“Better than most”;No;No;0
8281;Little Alley;44;American, Steakhouse;“I savored Crystal Shrimp Dumplings with delicate translucent skin that melted...”;No;No;0
8282;Marinara Pizza;2;American, Steakhouse;“skip it”;No;No;0
8283;IL Baretto to Go;2;American, Steakhouse;“Rude, rude, rude and very bad food (not...”;No;No;0
8284;Ray's Gourmet;2;American, Steakhouse;“Gyro not fresh”;No;No;0
8285;Campus Eatery;2;American, Steakhouse;“Campus Eating in a rush”;No;No;0
8286;Mi Salsa Kitchen;4;American, Steakhouse;“Double Charged Tip (47%)”;No;No;0
8287;Royal 35 Steakhouse;591;American, Steakhouse;“Superb Steak, really delicious”;No;No;0
8288;Little Alley;44;Asian, Chinese;“I savored Crystal Shrimp Dumplings with delicate translucent skin that melted...”;Dumplings;Yes;1
8289;Bella ciao;29;Italian;“Above average Italian food – a bit of a...”;lobster bisque;Yes;1
8290;Gregorys Coffee;3;Italian, Pizza;“Bad Service”;vegetarian;Yes;1
8291;BLU Cafe;6;Asian;“Wonderful, friendly, affordable”;tuna;Yes;1
8292;Grain House;2;Mexican;“Rice Problem”;beer;Yes;1
8293;Campus Deli;2;Italian, Pizza;“Classic American Deli”;Crab Cakes;Yes;1
8294;Motorino East Village;290;Cafe, Street Food;“Excellent Pizza”;No;Yes;1
8295;Green Gourmet;6;Italian, Mediterranean;“Good range of healthy foods”;No;Yes;1
8296;Zhong Hua Restaurant;5;Pizza, Fast Food;"“Reasonable Chinese-American Cooking; nice...”";No;Yes;1
8297;White Castle;5;Steakhouse, Bar;“Impossible Slider!!!!”;No;Yes;1
8298;El Encanto de lola 2;2;American, Bar;“Disappointing Mexican in Harlem”;No;Yes;1
8299;Patrick Kavanagh's;4;American;“Now called Pig n Whistle”;No;Yes;1
8300;Ledo Pizza;13;Indian;“Maryland’s Best in NYC”;No;Yes;1
8301;Broken Coconut;9;American, Bar;“Broken Service”;No;Yes;1
8302;Casa Soglia;1 review;Fast Food, European;“Nice pizza, poor setting”;No;No;0
8303;Lake Como Pizza;3;Healthy;“It is a Taco Bell!”;No;No;0
8304;Taco Bell;2;Mexican;“Good pizza, decent price”;No;No;0
8305;Villa Pizza;36;American;“The lobster bisque was velvety and luscious.”;No;No;0
8306;Sea Fire Grill;1,137;American, Bar;“Good new year party but bouncer was worst...”;No;No;0
8307;Katra;19;Seafood, Soups;“Not what I was hoping for.”;No;No;0
8308;Roxy Delicatessen;6;Seafood, Soups;“Great hot coffee each morning.”;No;No;0
8309;Natura Cafe;2;Seafood, Soups;“Great location - Great views!”;No;No;0
8310;Mondrian Terrace;2;Seafood, Soups;“Order food for Pick up and had an issue.”;No;No;0
8311;Subway;4;Seafood, Soups;“We had a party of four and ordered three entrees to share and one vegetarian...”;No;No;0
8312;Saar Indian Bistro;98;Seafood, Soups;“Birthday Party”;No;No;0
8313;Slate;60;Seafood, Soups;“Unpretentious but food is astounding”;No;No;0
8314;Cibao Restaurant;5;Seafood, Soups;“Regular visitors of this Joe & the Juice!”;No;No;0
8315;Joe & The Juice;4;Seafood, Soups;“Disapointed”;No;No;0
8316;Joe & The Juice;2;Seafood, Soups;“Mileiska was very rude and has very poor...”;No;No;0
8317;Chipotle Mexican Grill;22;Seafood, Soups;“The tuna toast !”;No;No;0
8318;Vestry;24;Seafood, Soups;“時間帯によると思うけれど、、”;No;No;0
8319;McDonald's;4;Seafood, Soups;“Please don't”;No;No;0
8320;Lion's Head Tavern;3;Seafood, Soups;“Horrible Experience”;No;No;0
8321;Crown Inn;5;Seafood, Soups;“They also have a decent amount of beer...”;No;No;0
8322;Watermark;51;Seafood, Soups;“Smells awful, drink lines are never...”;No;No;0
8323;Fat Baby;5;Seafood, Soups;“The Prawn starter (which we're still talking about), Crab Cakes and the Steak...”;No;No;0
8324;Benjamin Steakhouse Prime;309;Seafood, Soups;No;No;No;0
8325;David Burke Tavern;114;American, Steakhouse;“Highlights were the tuna tartare appetizer and the salmon entree.”;tuna;Yes;1
8326;Mary Ann's Restaurant;9;Mexican;“Average Mexican food, there is better!”;seafood paella;Yes;1
8327;Patent Pending;2;Bar, Pub;“Terrible service”;salad;Yes;1
8328;The Evercake;2;French, American;“I'M SAD RIGHT NOW”;bagels;Yes;1
8329;Plug Uglies;7;Pizza;“Nice atmosphere, friendly bartender...”;No;Yes;1
8330;Domino's Pizza;4;Seafood, Mediterranean;“Bad pizza, worse attitude”;No;Yes;1
8331;Socarrat Paella Bar - Chelsea;225;Italian, Pizza;“We took the combined poultry and seafood paella and started with some appetiz...”;No;Yes;1
8332;Pastafina;8;Mexican;“Pizza was good”;No;Yes;1
8333;8th Avenue Restaurant;7;American;“Victorian Style Restaurant”;No;Yes;1
8334;211 New Taco Grill;2;Italian, Pizza;“Dinner”;No;Yes;1
8335;Subway;1 review;Chinese, Asian;“Just ok”;No;Yes;1
8336;Pat LaFrieda;9;Fast Food;“Food was quite good and the cheese and meats were an ideal meal with salad.”;No;Yes;1
8337;Salumeria Rosi;400;American, Cafe;“Roti is just frozen supermarket roti”;No;Yes;1
8338;Coco Malaysia &Thai cuisine;2;Italian, Mediterranean;“Wouldn’t serve me cause of my race”;No;Yes;1
8339;Popeyes Louisiana Kitchen;3;Italian, American;“Poor customer service”;No;Yes;1
8340;Alphonso’s Trattoria Pizzeria;2;Pizza;“Only one food option with a dining room...”;No;Yes;1
8341;Ellis Island Cafe;122;Japanese, Sushi;“Good for quick eats”;No;No;0
8342;Golden Krust;3;Japanese;“Good experience for dinner”;No;No;0
8343;Allora Fifth Ave;9;American, Cafe;“Slow”;No;No;0
8344;Three Owls Market;3;Italian;“Decent”;No;No;0
8345;Domino's Pizza;5;American, Seafood;“Do not go here”;No;No;0
8346;Essen Fast Slow Food;3;Bar, Pub;“Fresh Sashimi”;No;No;0
8347;Yummy Sushi Japanese Restaurant;4;Mexican;“Not the place to go.”;No;No;0
8348;New Ashiya Japanese Restaurant;5;Indian, Chinese;“One of the best bagels in the city!”;No;No;0
8349;Rico Bagel;3;Chinese, Asian;“STILL get Terrific Sandwiches from Diso's...”;No;No;0
8350;Diso's Italian Sandwich Society;6;Indian;“false advertising on 1/0/2/20019”;No;No;0
8351;Sall Restaurant & Lounge;7;Caribbean, Cuban;“Gluten Free Burgers”;No;No;0
8352;TGI Fridays;13;Wine Bar, Mediterranean;“Pork galore”;No;No;0
8353;El Aguila;7;Wine Bar, Mediterranean;“In da club...”;No;No;0
8354;Hudson Terrace;28;Wine Bar, Mediterranean;“Great food but very chaotic atmosphere”;No;No;0
8355;Utsav Restaurant;627;Wine Bar, Mediterranean;“Food is o.k. but staff is not at all...”;No;No;0
8356;Empire Szechuan;37;Wine Bar, Mediterranean;“I have tasted better fast food Indian”;No;No;0
8357;Deep Indian Kitchen;3;Wine Bar, Mediterranean;“Best value pizza in Hellskitchen”;No;No;0
8358;NY Fresh Pizza;3;Wine Bar, Mediterranean;“Good pizza but terrible sanitary”;No;No;0
8359;Fresco's Pizzeria;2;Wine Bar, Mediterranean;“Fast-Casual Cuban Food”;No;No;0
8360;Sophie's Cuban Cuisine - Hell's Kitchen;2;Wine Bar, Mediterranean;“Amazing!!!”;No;No;0
8361;Balzem;100;Wine Bar, Mediterranean;No;No;No;0
8362;Benjamin Steakhouse;2,490;Seafood, Soups;“I had a ribeye steak which was excellent quality meat, beautifully cooked and...”;ribeye;Yes;1
8363;Grini's Grill;2;Chinese;“death wish”;sashimi;Yes;1
8364;Shun Cheong Chinese Kitchen;2;Seafood;“I would avoid this place at all costs due...”;paella;Yes;1
8365;Hook'd on the hudson;4;Mexican;“Fast”;dumplings;Yes;1
8366;7-Eleven;5;Japanese, Sushi;“Good for drinks”;lobster bisque;Yes;1
8367;Mi Casita;3;Pizza;“Don't Order To Have Food Delivered. They...”;No;Yes;1
8368;Hatsuhana Sushi Restaurant;425;Italian, Pizza;“... notch, including the O-toro sashimi.”;No;Yes;1
8369;"Abitino""s";4;Fast Food, American;“Terrible can’t even describe!”;No;Yes;1
8370;Green Leaf Deli;2;Mediterranean, European;“No”;No;Yes;1
8371;Crudo Vineria Con Cucina;40;Italian;“Was hoping for better in Little Italy but...”;No;Yes;1
8372;McDonald's;43;French, Cafe;“Usual McD”;No;Yes;1
8373;Locanut;1 review;Chinese, Asian;“Best paella outside of Spain!”;No;Yes;1
8374;Socarrat Paella Bar - Midtown East;191;Deli;“Scammed”;No;Yes;1
8375;H-Yard Gourmet Deli;2;Chinese, Japanese;“Cool little local bar”;No;Yes;1
8376;Checkers;1 review;Italian, Pizza;“Bring back the mugs”;No;Yes;1
8377;King Restaurant;1 review;Italian;“Super dumplings!”;No;Yes;1
8378;The Spotted Owl Tavern;4;Caribbean, Jamaican;“Excellent dinner in this little 'hole in...”;No;Yes;1
8379;Cafe Bilboquet;8;Latin, Spanish;“Sad to see.”;No;Yes;1
8380;Tim Ho Wan East Village;207;Steakhouse, Bar;“Pathetic experience and a Major SCAM”;No;No;0
8381;New East Garden;4;Chinese;“Delivery Dinner”;No;No;0
8382;Murray's Cheese;3;Fast Food;“Bastante normalillo”;No;No;0
8383;Shabu Garden;2;Indian, Chinese;“Excellent Pizza”;No;No;0
8384;Teng Dragon Restaurant;3;Indian, Chinese;“C+”;No;No;0
8385;Popeyes Louisiana Kitchen;4;Indian, Chinese;“If your looking for a Teriyaki Bowl...”;No;No;0
8386;Motorino East Village;290;Indian, Chinese;“Hoped for and expected a little better”;No;No;0
8387;Jupiter;4;Indian, Chinese;“Nice Atmosphere and View”;No;No;0
8388;Cava;1 review;Indian, Chinese;“The lobster bisque was velvety and luscious.”;No;No;0
8389;Kobeyaki;6;Indian, Chinese;“The Worst”;No;No;0
